AV_exp,AV_work,CA_exp,CA_work,DP_exp,DP_work,DW_exp,DW_work,FP_exp,FP_work,FR_exp,FR_work,IC_exp,IC_work,IFf_exp,IFf_work,LD_exp,LD_work,OP_exp,OP_work,PG_exp,PG_work,RC_exp,RC_work,RS_exp,RS_work,SK_exp,SK_work,WC_exp,WC_work,WH_exp,WH_work,apr_PD_per_hh,apr_PD_per_hh_preyr,apr_lab,apr_lab_pre,april_delay,april_delay_amt,april_demand_reg,april_hh_P_emp,april_hh_P_emp_pre,april_lb,april_unemp,april_unemp_amt,april_unpaid_delay,april_unpaid_delay_amt,april_work_allot,aug_PD_per_hh,aug_PD_per_hh_preyr,aug_delay,aug_delay_amt,aug_demand_reg,aug_hh_P_emp,aug_hh_P_emp_pre,aug_lab,aug_lab_pre,aug_lb,aug_unemp,aug_unemp_amt,aug_unpaid_delay,aug_unpaid_delay_amt,aug_work_allot,block_code,code,dec_PD_per_hh,dec_PD_per_hh_preyr,dec_delay,dec_delay_amt,dec_demand_reg,dec_hh_P_emp,dec_hh_P_emp_pre,dec_lab,dec_lab_pre,dec_lb,dec_unemp,dec_unemp_amt,dec_unpaid_delay,dec_unpaid_delay_amt,dec_work_allot,district_code,feb_PD_per_hh,feb_PD_per_hh_preyr,feb_delay,feb_delay_amt,feb_demand_reg,feb_hh_P_emp,feb_hh_P_emp_pre,feb_lab,feb_lab_pre,feb_lb,feb_unemp,feb_unemp_amt,feb_unpaid_delay,feb_unpaid_delay_amt,feb_work_allot,jan_PD_per_hh,jan_PD_per_hh_preyr,jan_delay,jan_delay_amt,jan_demand_reg,jan_hh_P_emp,jan_hh_P_emp_pre,jan_lab,jan_lab_pre,jan_lb,jan_unemp,jan_unemp_amt,jan_unpaid_delay,jan_unpaid_delay_amt,jan_work_allot,jul_PD_per_hh,jul_PD_per_hh_preyr,jul_lab,jul_lab_pre,july_delay,july_delay_amt,july_demand_reg,july_hh_P_emp,july_hh_P_emp_pre,july_lb,july_unemp,july_unemp_amt,july_unpaid_delay,july_unpaid_delay_amt,july_work_allot,jun_PD_per_hh,jun_PD_per_hh_preyr,jun_lab,jun_lab_pre,june_delay,june_delay_amt,june_demand_reg,june_hh_P_emp,june_hh_P_emp_pre,june_lb,june_unemp,june_unemp_amt,june_unpaid_delay,june_unpaid_delay_amt,june_work_allot,mar_PD_per_hh,mar_PD_per_hh_preyr,mar_lab,mar_lab_pre,march_delay,march_delay_amt,march_demand_reg,march_hh_P_emp,march_hh_P_emp_pre,march_lb,march_unemp,march_unemp_amt,march_unpaid_delay,march_unpaid_delay_amt,march_work_allot,may_PD_per_hh,may_PD_per_hh_preyr,may_delay,may_delay_amt,may_demand_reg,may_hh_P_emp,may_hh_P_emp_pre,may_lab,may_lab_pre,may_lb,may_unemp,may_unemp_amt,may_unpaid_delay,may_unpaid_delay_amt,may_work_allot,nov_PD_per_hh,nov_PD_per_hh_preyr,nov_delay,nov_delay_amt,nov_demand_reg,nov_hh_P_emp,nov_hh_P_emp_pre,nov_lab,nov_lab_pre,nov_lb,nov_unemp,nov_unemp_amt,nov_unpaid_delay,nov_unpaid_delay_amt,nov_work_allot,oct_PD_per_hh,oct_PD_per_hh_preyr,oct_delay,oct_delay_amt,oct_demand_reg,oct_hh_P_emp,oct_hh_P_emp_pre,oct_lab,oct_lab_pre,oct_lb,oct_unemp,oct_unemp_amt,oct_unpaid_delay,oct_unpaid_delay_amt,oct_work_allot,sep_PD_per_hh,sep_PD_per_hh_preyr,sep_delay,sep_delay_amt,sep_demand_reg,sep_hh_P_emp,sep_hh_P_emp_pre,sep_lab,sep_lab_pre,sep_lb,sep_unemp,sep_unemp_amt,sep_unpaid_delay,sep_unpaid_delay_amt,sep_work_allot,state_code,timestamp,year
0.0,0,0.0,0,0.0,22,0.0,0,0.0,2,0.0,0,0.0,0,0.21,16,0.0,7,0.0,15,0,0,16.92,10,0.0,0,18.09,39,702.13,120,38.08,22,25,19,9.7,1.5,0,0,10373,8692,2143,76804,0,0.0,2,21168,217907,19,1,0,0,22,12,68,276.46,273.09,159446,0,0.0,2,96,239,1106015,1106015,14,13,0,0,61,29,165,0.0,0.04,223149,0,0.0,2,18081.0,411,1106,24,22,2280,977,80,18,1060,0.0,4.43,275482,0,0.0,0,0.0,438,24,22,15963,6402,108,86,713,0.37,4.01,247942,0,0.0,2,17601.0,2066,13,6,284.26,34.54,0,0,34,24,173,156292,0,0.0,0,0.0,328,11,19,63.23,1.28,0,0,6854,5338,3432,153138,0,0.0,1,0.0,58731,22,17,0.0,72.78,1521,605,92,58,2354,304273,0,0.0,0,0.0,1312,25,30,0,0,12818,10886,6045,0.0,2.84,137955,0,0.0,1,14406.0,279277,20,0,0,0,11,11,0,14.41,23.89,200841,0,0.0,1,14406.0,228,16,32,0,0,8,8,22,17.25,0.14,180766,0,0.0,0,0.0,132,21,0,0,0,17,17,0,56.79,0.0,162739,0,0.0,0,0.0,363,11,2014-12-23 16:51:02,2013-2014
0.0,0,0.0,0,0.0,4,0.0,0,0.0,1,0.0,0,0.0,0,7.09,44,0.17,1,0.0,0,0,0,1.38,4,0.0,0,9.22,6,73.35,21,0.0,2,21,23,1.04,0.6,0,0,560,495,304,54932,0,0.0,0,0,10862,0,8,0,0,0,0,200,0.0,0.0,70682,0,0.0,0,0,0,1106016,1106016,27,17,0,0,29,29,361,0.61,5.07,90718,0,0.0,0,0.0,791,1106,18,18,9777,3695,223,159,903,0.0,8.35,122254,0,0.0,0,0.0,2969,14,18,2093,541,115,30,343,0.22,7.01,109989,0,0.0,0,0.0,427,0,10,0.0,15.63,0,0,0,0,171,69277,0,0.0,0,0.0,0,7,18,54.72,19.4,0,0,1361,1178,632,67895,0,0.0,0,0.0,8758,12,9,7.04,30.24,1642,722,161,94,593,135725,0,0.0,0,0.0,1203,24,22,0,0,1396,1234,582,15.1,7.99,60806,0,0.0,0,0.0,30258,17,16,0,0,19,19,383,0.51,11.1,89025,0,0.0,0,0.0,329,27,17,0,0,17,16,427,0.0,5.28,80148,0,0.0,0,0.0,443,28,9,0,0,15,15,229,0.0,0.0,72134,0,0.0,0,0.0,424,11,2014-12-23 16:51:04,2013-2014
0.0,0,0.0,0,0.0,1,0.0,0,15.54,5,0.0,0,0.0,1,0.0,0,0.0,2,11.88,10,0,0,0.0,0,2.71,3,5.27,9,150.98,35,0.0,1,22,20,17.28,9.88,0,0,3377,2585,684,51714,0,0.0,0,0,57425,0,0,0,0,0,0,0,0.0,0.0,52294,0,0.0,0,0,0,1106017,1106017,19,12,0,0,294,185,560,0.0,4.62,66289,0,0.0,0,0.0,3540,1106,17,11,7419,2902,182,137,887,4.37,12.92,78322,0,0.0,0,0.0,2437,17,17,2041,845,282,210,945,5.95,16.06,72055,0,0.0,0,0.0,3670,0,4,19.46,6.28,0,0,0,0,17,49683,0,0.0,0,0.0,0,6,14,69.14,12.25,0,0,1649,751,611,47203,0,0.0,0,0.0,4839,20,13,4.97,26.14,652,263,128,58,1016,85133,0,0.0,0,0.0,1178,21,19,0,0,3909,2774,584,60.64,13.05,44844,0,0.0,0,0.0,59991,7,13,0,0,4,4,137,0.11,1.95,60986,0,0.0,0,0.0,30,12,28,0,0,11,9,97,0.0,2.54,57937,0,0.0,0,0.0,110,0,10,0,0,11,0,73,0.0,0.41,55044,0,0.0,0,0.0,0,11,2014-12-23 16:51:06,2013-2014
0.0,0,0.0,0,0.0,89,0.0,0,0.0,21,0.0,0,0.0,0,0.0,48,0.0,1,2.02,200,0,0,49.58,218,0.94,52,18.81,8,21.7,544,6.1,6,29,5,12.16,0.21,0,0,227,201,5,21995,0,0.0,0,0,5857,16,12,0,0,8,7,494,14.26,2.53,109937,0,0.0,0,0,117,1107001,1107001,17,18,0,0,484,448,421,1.03,8.05,197883,0,0.0,0,0.0,7666,1107,13,19,21715,5793,415,348,703,4.12,16.59,241854,0,0.0,0,0.0,4643,14,20,32188,7283,422,288,560,3.89,5.81,219926,0,0.0,0,0.0,4299,21,18,15.51,5.89,0,0,211,208,189,87946,0,0.0,0,0.0,4369,23,12,0.76,0.09,0,0,246,244,63,65975,0,0.0,0,0.0,5757,21,17,3.53,10.67,16360,4205,235,198,752,263849,0,0.0,0,0.0,4169,9,4,0,0,309,296,17,1.1,0.0,43979,0,0.0,0,0.0,2914,6,19,0,0,95,50,65,2.72,4.29,175911,0,0.0,0,0.0,324,10,15,0,0,173,173,603,0.65,6.53,153908,0,0.0,0,0.0,1895,12,11,0,0,200,195,494,2.49,2.85,132003,0,0.0,0,0.0,2509,11,2014-12-23 16:51:08,2013-2014
0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0,0.0,2,0.0,0,19.34,12,0.0,0,0.0,6,9,5,0.0,0.05,0,0,27,27,9,5122,0,0.0,0,0,267,7,6,0,0,22,22,8,0.0,0.0,25661,0,0.0,0,0,162,1107002,1107002,8,10,0,0,31,13,16,0.0,0.36,46200,0,0.0,0,0.0,113,1107,17,12,2044,637,29,11,19,0.52,0.32,56459,0,0.0,0,0.0,194,12,11,894,347,31,21,8,0.0,0.0,51327,0,0.0,0,0.0,254,13,0,0.51,0.09,0,0,39,35,0,20532,0,0.0,0,0.0,487,13,5,0.42,0.08,0,0,22,20,3,15440,0,0.0,0,0.0,260,14,16,0.0,0.65,2689,762,35,11,32,62455,0,0.0,0,0.0,164,14,6,0,0,20,19,3,0.68,0.0,10262,0,0.0,0,0.0,268,4,0,0,0,6,6,0,0.0,0.0,41074,0,0.0,0,0.0,24,5,7,0,0,10,5,28,0.73,0.09,35929,0,0.0,0,0.0,28,12,12,0,0,36,22,26,0.41,0.0,30761,0,0.0,0,0.0,271,11,2014-12-23 16:51:09,2013-2014
0.0,0,0.0,0,7.48,67,0.0,0,0.0,1,0.0,0,0.0,5,0.0,2,0.0,6,4.6,13,0,0,0.18,29,0.0,0,0.0,7,0.0,86,2.29,8,0,13,0.0,0.0,0,0,0,0,3,15127,0,0.0,0,0,0,0,20,0,0,0,0,429,0.0,0.0,74652,0,0.0,0,0,0,1107003,1107003,0,15,0,0,0,0,22,0.0,2.65,133987,0,0.0,0,0.0,0,1107,0,11,0,0,0,0,46,0.0,0.0,164513,0,0.0,0,0.0,0,0,4,0,0,15,0,12,0.0,0.14,149229,0,0.0,0,0.0,0,12,11,0.0,0.0,0,0,53,27,159,59590,0,0.0,0,0.0,342,29,0,0.18,0.0,0,0,54,43,0,44766,0,0.0,0,0.0,1267,0,18,0.0,0.0,0,0,0,0,101,175090,0,0.0,0,0.0,0,10,0,0,0,86,31,0,0.95,0.0,29644,0,0.0,0,0.0,327,0,7,0,0,0,0,18,0.0,8.52,125398,0,0.0,0,0.0,0,0,16,0,0,0,0,153,0.0,0.0,104465,0,0.0,0,0.0,0,0,17,0,0,0,0,137,1.34,0.78,89547,0,0.0,0,0.0,0,11,2014-12-23 16:51:11,2013-2014
0.0,0,0.0,0,10.91,39,0.0,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,4,0.39,25,0,0,0.0,31,0.0,0,0.91,15,9.75,21,0.0,0,10,0,0.0,0.0,0,0,250,125,0,26942,0,0.0,0,0,1255,15,14,0,0,78,77,205,0.41,0.37,53325,0,0.0,0,0,1195,1107004,1107004,16,21,0,0,90,85,83,2.2,1.2,71540,0,0.0,0,0.0,1406,1107,25,14,33374,8097,258,214,50,3.08,0.67,81945,0,0.0,0,0.0,5513,24,16,18528,4608,220,164,57,0.0,1.72,75693,0,0.0,0,0.0,4076,16,13,1.53,0.38,0,0,48,48,38,48122,0,0.0,0,0.0,790,20,16,1.32,0.0,0,0,489,264,96,42810,0,0.0,0,0.0,5290,26,15,2.75,5.65,4917,1721,129,121,269,104773,0,0.0,0,0.0,3184,27,0,0,0,297,278,0,0.24,0.0,35010,0,0.0,0,0.0,7681,11,17,0,0,74,69,78,1.26,4.26,67540,0,0.0,0,0.0,811,17,14,0,0,66,64,89,4.04,1.09,63320,0,0.0,0,0.0,1137,21,14,0,0,69,69,137,0.49,0.77,58295,0,0.0,0,0.0,1473,11,2014-12-23 16:51:13,2013-2014
0.0,0,0.0,0,14.43,87,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0,0,0.26,11,0.0,0,0.0,5,15.76,84,0.0,0,4,11,0.63,0.03,0,0,155,153,17,19332,0,0.0,0,0,695,25,20,0,0,88,85,460,3.43,1.74,97548,0,0.0,0,0,2156,1107005,1107005,14,37,0,0,225,192,66,2.87,1.63,189178,0,0.0,0,0.0,2698,1107,8,15,2713,547,68,39,153,1.02,0.94,214598,0,0.0,0,0.0,340,15,15,15886,1846,196,91,45,3.44,1.84,195091,0,0.0,0,0.0,1422,14,30,5.51,1.69,0,0,631,288,111,78035,0,0.0,1,96.0,4151,13,17,1.96,0.0,0,0,725,638,9,58533,0,0.0,0,0.0,8445,0,22,0.0,5.17,0,0,0,0,47,233898,0,0.0,0,0.0,0,16,24,0,0,605,581,3,0.0,0.0,39017,0,0.0,0,0.0,9668,12,22,0,0,165,102,64,0.71,1.39,168659,0,0.0,0,0.0,1252,16,14,0,0,60,49,59,3.1,9.37,136563,0,0.0,0,0.0,788,18,10,0,0,115,76,417,7.44,1.68,117050,0,0.0,0,0.0,1413,11,2014-12-23 16:51:15,2013-2014
0.0,0,0.0,0,0.0,55,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1,0,0,2.99,7,0.0,0,0.0,13,13.86,60,0.0,0,8,0,0.0,0.0,0,0,113,95,0,16648,0,0.0,0,0,795,16,14,0,0,37,37,477,1.06,0.74,73754,0,0.0,0,0,612,1107006,1107006,19,12,0,0,194,173,86,0.79,0.55,150533,0,0.0,4,22785.0,3416,1107,17,19,12129,3270,202,184,207,2.32,4.62,181563,0,0.0,0,0.0,3188,18,16,13454,3266,285,251,160,1.86,4.02,165048,0,0.0,6,42483.0,4678,26,6,0.55,0.07,0,0,39,37,61,66037,0,0.0,0,0.0,995,17,6,1.83,0.0,0,0,19,19,35,48827,0,0.0,0,0.0,325,9,14,6.18,7.27,0,0,23,21,220,198060,0,0.0,0,0.0,190,21,5,0,0,76,76,21,0.4,0.0,32701,0,0.0,0,0.0,1671,10,4,0,0,94,82,19,0.34,0.99,128144,0,0.0,0,0.0,820,16,16,0,0,109,77,140,0.72,4.02,115578,0,0.0,0,0.0,1232,10,11,0,0,45,45,384,0.79,3.09,98826,0,0.0,0,0.0,494,11,2014-12-23 16:51:17,2013-2014
0.0,0,0.0,0,4.5,17,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.41,23,0,0,36.19,27,0.04,4,12.08,4,73.44,113,0.0,14,35,14,4.66,0.23,0,0,891,760,229,21683,0,0.0,0,0,27297,8,26,0,0,17,17,2088,0.75,2.95,106252,0,0.0,0,0,147,1107007,1107007,15,24,0,0,406,170,80,0.74,22.11,191080,0,0.0,2,6164.0,2694,1107,27,20,85173,26433,436,418,274,0.72,6.21,233512,0,0.0,0,0.0,11689,24,23,39083,11760,426,369,58,0.46,17.65,212173,0,0.0,0,0.0,8954,28,31,4.75,3.66,0,0,11,11,907,84924,0,0.0,0,0.0,318,19,28,33.55,6.95,0,0,1164,842,561,64903,0,0.0,0,0.0,16140,15,12,9.73,7.19,36604,12541,372,370,151,254487,0,0.0,0,0.0,5698,20,25,0,0,1431,1116,446,25.76,3.06,43065,0,0.0,0,0.0,23246,13,17,0,0,12,12,53,0.01,13.85,169862,0,0.0,1,4410.0,165,32,25,0,0,27,24,96,1.08,6.84,148669,0,0.0,1,5292.0,787,20,11,0,0,22,22,1119,0.81,19.99,128453,0,0.0,0,0.0,454,11,2014-12-23 16:51:21,2013-2014
0.0,0,0.0,0,6.23,43,0.0,0,0.0,2,0.0,0,0.0,0,0.04,21,0.0,0,0.0,3,0,0,0.73,54,0.0,0,0.0,6,2.05,50,0.0,28,5,0,1.18,0.0,0,0,14,5,0,9805,0,0.0,0,0,25,11,19,0,0,33,20,293,0.0,1.61,52981,0,0.0,3,10042,230,1107008,1107008,0,16,0,0,16,0,67,0.27,0.7,85454,0,0.0,0,0.0,0,1107,0,12,804,84,0,0,128,0.0,0.83,116259,0,0.0,0,0.0,0,22,19,888,84,10,6,78,0.0,1.06,105949,0,0.0,0,0.0,132,9,16,0.69,0.22,0,0,64,20,55,39216,0,0.0,0,0.0,195,16,10,0.3,0.12,0,0,94,32,27,29410,0,0.0,0,0.0,525,0,9,0.0,3.28,0,0,2,0,75,117372,0,0.0,0,0.0,0,19,0,0,0,40,28,0,0.0,0.0,19613,0,0.0,0,0.0,543,0,10,0,0,0,0,32,0.13,3.54,84765,0,0.0,0,0.0,0,4,16,0,0,18,6,155,0.0,3.8,74165,0,0.0,0,0.0,29,14,19,0,0,39,16,233,0.28,3.37,63576,0,0.0,2,3347.0,226,11,2014-12-23 16:51:23,2013-2014
0.0,0,0.0,0,1.43,62,0.0,0,0.0,0,0.0,0,0.0,1,0.0,3,0.0,0,0.01,19,0,0,3.5,67,0.0,0,0.0,7,6.68,77,3.62,61,21,0,0.01,0.01,0,0,134,84,0,6495,0,0.0,0,0,1822,12,13,0,0,7,7,418,0.0,2.65,50633,0,0.0,0,0,84,1107009,1107009,16,8,0,0,161,128,105,0.1,0.72,92236,0,0.0,0,0.0,2113,1107,8,14,1969,622,190,138,90,2.48,2.44,116919,0,0.0,0,0.0,1228,14,8,2782,917,230,158,225,2.52,1.35,101325,0,0.0,0,0.0,2319,6,9,2.78,1.46,0,0,233,134,167,41568,0,0.0,0,0.0,884,11,9,1.98,0.78,0,0,282,188,227,35077,0,0.0,0,0.0,2167,5,12,1.86,1.17,0,0,147,100,72,129907,0,0.0,0,0.0,546,16,11,0,0,193,120,29,1.93,0.03,25981,0,0.0,0,0.0,2019,7,18,0,0,25,11,12,0.16,1.12,84442,0,0.0,0,0.0,78,0,14,0,0,0,0,43,0.0,3.04,71448,0,0.0,0,0.0,0,3,6,0,0,76,50,121,0.74,1.89,59759,0,0.0,0,0.0,153,11,2014-12-23 16:51:25,2013-2014
0.0,0,0.0,0,0.0,4,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0.0,1,0.0,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1257,0,0.0,0,0,0,0,13,0,0,0,0,5,0.0,0.0,6289,0,0.0,0,0,0,1107010,1107010,0,0,0,0,0,0,0,0.0,0.0,11320,0,0.0,0,0.0,0,1107,0,0,0,0,0,0,0,0.0,0.0,13835,0,0.0,0,0.0,0,0,0,0,0,2,0,0,0.0,0.0,12579,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5027,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3774,0,0.0,0,0.0,0,0,0,0.0,0.09,0,0,0,0,0,13966,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2517,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10061,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,8804,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,7546,0,0.0,0,0.0,0,11,2014-12-23 16:51:27,2013-2014
0.0,0,0.0,0,3.8,21,0.0,0,8.11,9,0.0,0,0.0,0,0.19,1,9.08,15,5.48,14,0,0,121.93,101,0.0,0,21.4,16,34.67,45,11.57,15,5,28,0.09,5.69,0,0,13,12,280,16141,0,0.0,0,0,64,6,12,0,0,103,89,1033,2.96,22.7,78868,0,0.0,0,0,621,1108014,1108014,15,18,0,0,698,543,651,6.39,9.73,143732,0,0.0,0,0.0,8437,1108,14,19,3316,1189,1635,1364,2826,21.04,66.52,184403,78,5733.0,0,0.0,20113,13,16,1013,130,1226,924,1978,15.89,23.72,162395,0,0.0,0,0.0,12243,14,16,1.97,12.91,0,0,397,225,1050,63892,0,0.0,0,0.0,3216,8,16,0.0,16.74,0,0,126,90,815,47836,0,0.0,0,0.0,741,10,7,26.73,45.51,5747,2507,1195,900,1616,202384,390,28665.0,0,0.0,9453,0,16,0,0,0,0,527,0.08,8.41,31688,0,0.0,0,0.0,0,6,10,0,0,404,164,902,5.22,16.45,126252,396,29106.0,0,0.0,1028,14,16,0,0,1050,891,1116,11.5,18.65,109576,132,9702.0,0,0.0,12738,10,14,0,0,416,276,768,0.5,12.2,93873,0,0.0,0,0.0,3035,11,2014-12-23 16:51:29,2013-2014
0.0,0,0.0,0,11.93,108,0.0,0,175.09,117,0.0,0,0.0,0,3.15,18,49.65,105,0.0,0,0,0,84.28,80,0.02,6,47.51,21,349.18,609,24.62,20,12,18,5.3,31.98,0,0,223,203,2336,46687,0,0.0,0,0,2574,12,15,0,0,1107,949,3005,8.92,76.47,222069,0,0.0,0,0,11502,1108015,1108015,19,21,0,0,3466,2970,6476,42.28,157.38,411256,180,13230.0,0,0.0,56512,1108,18,17,86995,36879,5535,5102,8364,87.28,257.71,523174,458,33663.0,0,0.0,94967,19,19,27246,11146,3174,2490,7640,92.67,130.09,507239,1992,146412.0,0,0.0,47984,11,22,5.25,62.76,0,0,955,349,3336,182226,0,0.0,0,0.0,4132,9,16,3.33,60.44,0,0,700,368,2689,136359,0,0.0,0,0.0,3553,7,9,86.36,72.77,28577,9991,3606,2783,1339,581658,698,51303.0,0,0.0,21976,8,17,0,0,1856,546,2805,8.72,62.56,103001,0,0.0,0,0.0,4835,8,12,0,0,1032,716,4852,10.04,99.48,357933,120,8820.0,0,0.0,5866,10,21,0,0,1631,1252,6613,16.32,188.22,312985,815,59902.5,0,0.0,13195,16,18,0,0,1088,749,5364,21.53,108.18,267916,441,32413.5,0,0.0,12202,11,2014-12-23 16:51:31,2013-2014
0.0,0,0.0,0,15.34,53,0.0,0,74.03,23,0.0,0,0.0,0,2.36,2,5.36,13,0.0,0,0,0,368.9,156,0.0,0,58.12,25,153.53,99,49.52,26,10,18,0.0,4.7,0,0,57,57,1367,30153,0,0.0,0,0,606,16,13,0,0,1541,1490,2959,22.74,45.78,147322,0,0.0,0,0,24889,1108016,1108016,21,18,0,0,2923,2717,2092,64.84,35.38,268184,0,0.0,0,0.0,57643,1108,17,12,32034,13684,4492,4156,3155,109.28,85.6,340730,32,2352.0,0,0.0,73074,19,17,6193,2238,3893,3772,3633,85.91,68.71,303361,0,0.0,1,6827.0,75015,14,17,17.15,51.96,0,0,705,655,2832,119356,0,0.0,0,0.0,9743,15,13,10.12,45.39,0,0,894,843,2351,89357,0,0.0,0,0.0,13132,6,6,79.19,2.14,5008,1673,3206,2825,249,378075,1007,74014.5,0,0.0,19391,8,18,0,0,544,497,2039,5.98,54.14,59190,0,0.0,0,0.0,4291,11,11,0,0,1450,1352,1697,0.97,76.72,235824,0,0.0,0,0.0,15640,12,21,0,0,271,269,5640,19.77,114.82,204692,0,0.0,0,0.0,3256,15,12,0,0,1470,1340,4244,27.78,69.3,175362,0,0.0,0,0.0,20128,11,2014-12-23 16:51:33,2013-2014
0.0,0,0.0,0,9.1,46,0.0,0,8.12,7,0.0,0,0.0,0,0.04,1,0.0,0,0.0,0,0,0,230.27,133,0.19,13,35.09,23,12.97,20,42.86,47,9,19,0.0,4.4,0,0,462,409,370,16932,0,0.0,0,0,3854,8,14,0,0,332,309,823,11.65,21.82,83224,0,0.0,0,0,2518,1108017,1108017,22,20,0,0,1322,1269,668,27.27,12.18,151993,0,0.0,0,0.0,28046,1108,17,16,13450,5214,1632,1568,867,40.98,23.54,192357,0,0.0,0,0.0,28190,19,18,0,0,1578,1497,889,36.0,16.24,171701,45,3307.5,0,0.0,29600,17,23,18.0,19.1,0,0,915,876,866,66532,0,0.0,0,0.0,15283,15,18,9.0,17.05,0,0,697,631,703,50477,0,0.0,0,0.0,9968,9,9,28.95,12.41,2838,937,809,756,406,213598,0,0.0,0,0.0,7548,16,17,0,0,620,530,498,11.41,11.31,34437,0,0.0,0,0.0,8529,11,9,0,0,746,704,473,5.74,7.26,133513,0,0.0,0,0.0,8358,14,10,0,0,705,664,782,22.49,12.67,115879,0,0.0,0,0.0,9737,18,14,0,0,841,761,870,11.55,15.4,98957,0,0.0,0,0.0,13759,11,2014-12-23 16:51:35,2013-2014
0.0,0,0.0,0,7.29,22,0.0,0,1.8,2,0.0,0,0.0,0,0.02,4,1.62,5,0.0,0,0,0,4.71,10,0.0,0,53.82,18,0.52,3,8.21,17,15,12,0.0,1.59,0,0,106,102,81,11457,0,0.0,0,0,1549,9,19,0,0,108,76,275,1.35,6.88,55991,0,0.0,0,0,756,1108018,1108018,20,19,0,0,216,211,49,3.81,1.19,102037,0,0.0,0,0.0,4251,1108,15,16,3444,1475,250,212,127,3.2,1.9,129485,0,0.0,0,0.0,3353,16,11,3475,1539,236,202,122,5.32,1.68,115288,0,0.0,0,0.0,3332,13,21,2.71,4.48,0,0,222,189,277,45360,0,0.0,0,0.0,2544,13,13,0.75,2.15,0,0,113,105,141,33959,0,0.0,0,0.0,1380,12,6,6.68,2.49,233,87,170,154,82,143700,0,0.0,0,0.0,1885,8,11,0,0,116,104,78,2.14,1.24,22430,0,0.0,0,0.0,921,15,8,0,0,103,89,98,1.75,0.67,89626,0,0.0,0,0.0,1337,12,11,0,0,112,111,214,1.33,5.25,77792,0,0.0,0,0.0,1395,18,18,0,0,87,78,374,4.88,7.19,65646,0,0.0,0,0.0,1469,11,2014-12-23 16:51:37,2013-2014
0.0,0,0.0,0,4.82,41,0.0,0,28.13,18,0.0,0,0.0,0,0.01,1,0.0,1,0.0,0,0,0,32.66,35,0.0,0,69.94,26,188.28,79,0.99,4,15,12,7.16,5.28,0,0,4278,2851,36,30360,5,367.5,0,0,42907,3,10,0,0,41,40,1981,3.87,34.81,148360,0,0.0,0,0,155,1108019,1108019,11,10,0,0,972,691,661,9.6,9.74,270388,0,0.0,0,0.0,8268,1108,10,10,6460,2403,2215,1632,1663,31.36,27.51,343131,205,15067.5,1,0.0,17840,15,14,3558,1302,3077,2476,1628,28.35,17.1,306407,84,6174.0,0,0.0,38475,9,15,21.79,46.73,0,0,2075,1451,3326,120188,0,0.0,0,0.0,13072,11,13,26.93,16.11,0,0,3879,2590,2238,89973,0,0.0,0,0.0,29174,8,4,24.73,7.35,0,0,1480,1127,348,380535,6,441.0,0,0.0,9111,11,13,0,0,3649,2562,673,69.14,4.49,59576,0,0.0,0,0.0,28695,14,9,0,0,508,297,1278,2.29,18.91,237496,0,0.0,0,0.0,4360,7,12,0,0,275,76,1932,0.34,23.43,206141,0,0.0,0,0.0,562,2,9,0,0,10,10,1476,0.03,31.78,176598,0,0.0,0,0.0,20,11,2014-12-23 16:51:44,2013-2014
