11,1108,BANAS KANTHA
11,1109,SABAR KANTHA
11,1110,MAHESANA
11,1111,GANDHINAGAR
11,1112,AHMADABAD
11,1113,KHEDA
11,1114,PANCH MAHALS
11,1115,VADODARA
11,1116,BHARUCH
11,1117,SURAT
11,1118,VALSAD
11,1119,DANG
11,1120,PATAN
11,1121,PORBANDAR
11,1122,ANAND
11,1123,DOHAD
11,1124,NARMADA
11,1125,NAVSARI  
11,1126,TAPI
12,1201,AMBALA
12,1202,YAMUNANAGAR
12,1203,KURUKSHETRA
12,1204,KAITHAL
12,1205,KARNAL
12,1206,PANIPAT
12,1207,SONIPAT
12,1208,ROHTAK
12,1209,FARIDABAD
12,1210,GURGAON
12,1211,REWARI
12,1212,MAHENDRAGARH
12,1213,BHIWANI
12,1214,JIND
12,1215,HISAR
12,1216,SIRSA
12,1217,PANCHKULA
12,1218,FATEHABAD
12,1219,MEWAT
12,1220,JHAJJAR
12,1221,PALWAL
13,1301,BILASPUR
13,1302,CHAMBA
13,1303,HAMIRPUR
13,1304,KANGRA
13,1305,KINNAUR
13,1306,KULLU
13,1307,LAHUL AND SPITI
13,1308,MANDI
13,1309,SHIMLA
13,1310,SIRMAUR
13,1311,SOLAN
13,1312,UNA
14,1401,KUPWARA
14,1402,BARAMULLA
14,1403,SRINAGAR
14,1404,BADGAM
14,1405,PULWAMA
14,1406,ANANTNAG
14,1407,LEH (LADAKH)
14,1408,KARGIL
14,1409,DODA
14,1410,UDHAMPUR
14,1411,POONCH
14,1412,RAJAURI
14,1413,JAMMU
14,1414,KATHUA
14,1415,KISHTWAR
14,1416,RAMBAN
14,1417,REASI
14,1418,SAMBA
14,1419,BANDIPORA
14,1420,GANDERBAL
14,1421,KULGAM
14,1422,SHOPIAN
15,1501,BAGALKOTE
15,1502,BANGALORE
15,1503,BANGALORE RURAL
15,1504,BELGAUM
15,1505,BELLARY
15,1506,BIDAR
15,1507,BIJAPUR
15,1508,CHAMARAJA NAGARA
15,1509,CHIKMAGALUR
15,1510,CHITRADURGA
15,1511,DAKSHINA KANNADA
15,1512,DAVANAGERE
15,1513,DHARWAR
15,1514,GADAG
15,1515,GULBARGA
15,1516,HASSAN
15,1517,HAVERI
15,1518,KODAGU
15,1519,KOLAR
15,1520,KOPPAL
15,1521,MANDYA
15,1522,MYSORE
15,1523,RAICHUR
15,1524,SHIMOGA
15,1525,TUMKUR
15,1526,UDUPI
15,1527,UTTARA KANNADA
15,1528,CHIKKABALLAPURA
15,1529,RAMANAGARA
15,1530,Yadgir
16,1601,KASARGOD
16,1602,KANNUR
16,1603,WAYANAD
16,1604,KOZHIKODE
16,1605,MALAPPURAM
16,1606,PALAKKAD
16,1607,THRISSUR
16,1608,ERNAKULAM
16,1609,IDUKKI
16,1610,KOTTAYAM
16,1611,ALAPPUZHA
16,1612,PATHANAMTHITTA
16,1613,KOLLAM
16,1614,THIRUVANANTHAPURAM
17,1701,MORENA
17,1702,BHIND
17,1703,GWALIOR
17,1704,DATIA
17,1705,SHIVPURI
17,1706,GUNA
17,1707,TIKAMGARH
17,1708,CHHATARPUR
17,1709,PANNA
17,1710,SAGAR
17,1711,DAMOH
17,1712,SATNA
17,1713,REWA
17,1714,SHAHDOL
17,1715,SIDHI
17,1716,MANDSAUR
17,1717,RATLAM
17,1718,UJJAIN
17,1719,SHAJAPUR
17,1720,DEWAS
17,1721,JHABUA
17,1722,DHAR
17,1723,INDORE
17,1724,KHARGONE
17,1725,KHANDWA
17,1726,RAJGARH
17,1727,VIDISHA
17,1728,BHOPAL
17,1729,SEHORE
17,1730,RAISEN
17,1731,BETUL
17,1732,HOSHANGABAD
17,1733,JABALPUR
17,1734,NARSINGHPUR
17,1735,MANDLA
17,1736,CHHINDWARA
17,1737,SEONI
17,1738,BALAGHAT
17,1739,SHEOPUR
17,1740,UMARIA
17,1741,NEEMUCH
17,1742,BARWANI
17,1743,HARDA 
17,1744,KATNI 
17,1745,DINDORI
17,1746,ANUPPUR
17,1747,BURHANPUR
17,1748,ASHOK NAGAR
17,1749,ALIRAJPUR
17,1750,SINGRAULI
17,1751,AGAR-MALWA
18,1802,THANE
18,1803,RAIGAD
18,1804,RATNAGIRI
18,1805,SINDHUDURG
18,1806,NASHIK
18,1807,DHULE
18,1808,JALGAON
18,1809,AHMEDNAGAR
18,1810,PUNE
18,1811,SATARA
18,1812,SANGLI
18,1813,SOLAPUR
18,1814,KOLHAPUR
18,1815,AURANGABAD
18,1816,JALNA
18,1817,PARBHANI
18,1818,BEED
18,1819,NANDED
18,1820,OSMANABAD
18,1821,LATUR
18,1822,BULDHANA
18,1823,AKOLA
18,1824,AMRAVATI
18,1825,YAVATMAL
18,1826,WARDHA
18,1827,NAGPUR
18,1828,BHANDARA
18,1829,CHANDRAPUR
18,1830,GADCHIROLI
18,1831,NANDURBAR
18,1832,WASHIM
18,1833,GONDIA
18,1834,HINGOLI
19,1901,LAKSHADWEEP DISTRICT
20,2001,SENAPATI
20,2002,TAMENGLONG
20,2003,CHURACHANDPUR
20,2004,CHANDEL
20,2005,THOUBAL
20,2006,BISHNUPUR
20,2007,IMPHAL WEST
20,2008,UKHRUL
20,2009,IMPHAL EAST
21,2101,JAINTIA HILLS
21,2102,EAST KHASI HILLS
21,2103,WEST KHASI HILLS
21,2104,EAST GARO HILLS
21,2105,WEST GARO HILLS
21,2106,SOUTH GARO HILLS
21,2107,RI BHOI  
22,2201,AIZAWL
22,2202,LUNGLEI
22,2203,SAIHA
22,2204,MAMIT
22,2205,KOLASIB
22,2206,CHAMPHAI 
22,2207,SERCHHIP
22,2208,LAWNGTLAI
23,2301,KOHIMA
23,2302,PHEK
23,2303,ZUNHEBOTO
23,2304,WOKHA
23,2305,MOKOKCHUNG
23,2306,TUENSANG
23,2307,MON
23,2308,DIMAPUR
23,2309,KIPHIRE
23,2310,LONGLENG
23,2311,PEREN
24,2401,SAMBALPUR
24,2402,SUNDARGARH
24,2403,KENDUJHAR
24,2404,MAYURBHANJ
24,2405,BALESHWAR
24,2406,CUTTACK
24,2407,DHENKANAL
24,2408,KANDHAMAL
24,2409,BOLANGIR
24,2410,KALAHANDI
24,2411,KORAPUT
24,2412,GANJAM
24,2413,PURI
24,2414,BARGARH
24,2415,JHARSUGUDA
24,2416,DEOGARH
24,2417,BHADRAK
24,2418,KENDRAPARA
24,2419,JAGATSINGHAPUR
24,2420,JAJPUR
24,2421,ANGUL
24,2422,NAYAGARH
24,2423,KHORDHA
24,2424,GAJAPATI
24,2426,BOUDH
24,2427,SONEPUR
24,2428,NUAPADA
24,2429,RAYAGADA
24,2430,NABARANGAPUR
24,2431,MALKANGIRI
25,2501,PONDICHERRY
25,2502,KARAIKAL
26,2601,GURDASPUR
26,2602,AMRITSAR
26,2603,FEROZEPUR                 
26,2604,LUDHIANA
26,2605,JALANDHAR
26,2606,KAPURTHALA
26,2607,HOSHIARPUR
26,2608,ROPAR
26,2609,PATIALA
26,2610,SANGRUR
26,2611,BHATINDA                  
26,2612,FARIDKOT
26,2614,NAWANSHAHR 
26,2615,MOGA
26,2616,MUKATSAR
26,2617,MANSA
26,2618,FATEHGARH SAHIB
26,2619,SAS NAGAR MOHALI
26,2620,TARN TARAN
26,2621,BARNALA
26,2622,Pathankot
26,2623,Fazilka
27,2701,SRI GANGANAGAR
27,2702,HANUMANGARH
27,2703,BIKANER
27,2704,CHURU
27,2705,JHUNJHUNU
27,2706,ALWAR
27,2707,BHARATPUR
27,2708,DHOLPUR
27,2709,KARAULI
27,2710,SAWAI MADHOPUR
27,2711,DAUSA
27,2712,JAIPUR
27,2713,SIKAR
27,2714,NAGAUR
27,2715,JODHPUR
27,2716,JAISALMER
27,2717,BARMER
27,2718,JALORE
27,2719,SIROHI
27,2720,PALI
27,2721,AJMER
27,2722,TONK
27,2723,BUNDI
27,2724,BHILWARA
27,2725,RAJSAMAND
27,2726,UDAIPUR
27,2727,DUNGARPUR
27,2728,BANSWARA
27,2729,CHITTORGARH
27,2730,KOTA
27,2731,BARAN
27,2732,JHALAWAR
27,2733,PRATAPGARH
28,2801,NORTH DISTRICT
28,2802,EAST DISTRICT
28,2803,SOUTH DISTRICT
28,2804,WEST DISTRICT
29,2901,KANCHIPURAM
29,2902,TIRUVALLUR
29,2903,CUDDALORE
29,2904,VILLUPURAM
29,2905,VELLORE
29,2906,TIRUVANNAMALAI
29,2907,SALEM
29,2908,NAMAKKAL
29,2909,DHARMAPURI
29,2910,ERODE
29,2911,COIMBATORE
29,2912,THE NILGIRIS
29,2913,THANJAVUR
29,2914,NAGAPATTINAM
29,2915,TIRUVARUR
29,2916,TIRUCHIRAPPALLI
29,2917,KARUR
29,2918,PERAMBALUR
29,2919,PUDUKKOTTAI
29,2920,MADURAI
29,2921,THENI
29,2922,DINDIGUL
29,2923,RAMANATHAPURAM
29,2924,VIRUDHUNAGAR
29,2925,SIVAGANGAI
29,2926,TIRUNELVELI
29,2927,THOOTHUKKUDI
29,2928,KANNIYAKUMARI
29,2930,KRISHNAGIRI
29,2931,ARIYALUR
29,2932,TIRUPPUR
30,3001,WEST TRIPURA
30,3002,SOUTH TRIPURA
30,3003,NORTH TRIPURA
30,3004,DHALAI
30,3005,Unakoti
30,3006,Khowai
30,3007,Sepahijala
30,3008,Gomati
31,3109,BIJNOR
31,3110,MORADABAD
31,3111,RAMPUR
31,3112,SAHARANPUR
31,3114,MUZAFFARNAGAR
31,3115,MEERUT
31,3116,GHAZIABAD
31,3117,BULANDSHAHR
31,3118,ALIGARH
31,3119,MATHURA
31,3120,AGRA
31,3121,FIROZABAD
31,3122,ETAH
31,3123,MAINPURI
31,3124,BUDAUN
31,3125,BAREILLY
31,3126,PILIBHIT
31,3127,SHAHJAHANPUR
31,3128,KHERI
31,3129,SITAPUR
31,3130,HARDOI
31,3131,UNNAO
31,3132,LUCKNOW
31,3133,RAE BARELI
31,3134,FARRUKHABAD
31,3135,ETAWAH
31,3136,KANPUR DEHAT
31,3137,KANPUR NAGAR
31,3138,JALAUN
31,3139,JHANSI
31,3140,LALITPUR
31,3141,HAMIRPUR
31,3142,BANDA
31,3143,FATEHPUR
31,3144,PRATAPGARH
31,3145,ALLAHABAD
31,3146,BAHRAICH
31,3147,GONDA
31,3148,BARABANKI
31,3149,FAIZABAD
31,3150,SULTANPUR
31,3151,SIDDHARTH NAGAR
31,3152,MAHARAJGANJ
31,3153,BASTI
31,3154,GORAKHPUR
31,3155,DEORIA
31,3156,MAU
31,3157,AZAMGARH
31,3158,JAUNPUR
31,3159,BALLIA
31,3160,GHAZIPUR
31,3161,VARANASI
31,3162,MIRZAPUR
31,3163,SONBHADRA
31,3164,GAUTAM BUDDHA NAGAR
31,3165,BAGHPAT
31,3166,HATHRAS
31,3167,AMROHA
31,3168,KANNAUJ
31,3169,AURAIYA
31,3170,KAUSHAMBI
31,3171,CHANDAULI
31,3172,KUSHI NAGAR
31,3173,SANT RAVIDAS NAGAR
31,3174,SANT KABEER NAGAR
31,3175,BALRAMPUR
31,3176,SHRAVASTI
31,3177,CHITRAKOOT
31,3178,AMBEDKAR NAGAR
31,3179,MAHOBA
31,3180,KASHGANJ
31,3181,AMETHI
31,3182,HAPUR
31,3183,SHAMLI
31,3184,SAMBHAL
32,3201,NADIA
32,3202,BURDWAN
32,3203,BIRBHUM
32,3204,SILIGURI MAHAKUMA PARISAD
32,3205,HOWRAH
32,3206,HOOGHLY
32,3207,JALPAIGURI
32,3208,COOCHBEHAR
32,3209,MALDAH
32,3210,PASCHIM MEDINIPUR
32,3211,PURBA MEDINIPUR
32,3212,MURSHIDABAD
32,3213,BANKURA
32,3214,PURULIA
32,3215,24 PARGANAS (NORTH)
32,3216,24 PARGANAS SOUTH
32,3217,DINAJPUR DAKSHIN
32,3218,DINAJPUR UTTAR
32,3219,Darjeeling Gorkha Hill Council (DGHC)
33,3301,BILASPUR
33,3302,KAWARDHA
33,3303,DURG
33,3304,RAJNANDAGON
33,3305,SURGUJA
33,3306,KOREA
33,3307,JASHPUR
33,3308,KORBA
33,3309,DHAMTARI
33,3310,KANKER
33,3311,BASTAR
33,3312,DANTEWADA
33,3313,RAIGARH
33,3314,JANJGIR-CHAMPA
33,3315,MAHASAMUND
33,3316,RAIPUR
33,3317,BIJAPUR
33,3318,NARAYANPUR
33,3319,BALODA BAZAR
33,3320,GARIYABAND
33,3321,BEMETARA
33,3322,BALOD
33,3323,KONDAGAON
33,3324,SUKMA
33,3325,MUNGELI
33,3326,SURAJPUR
33,3327,BALRAMPUR
34,3401,RANCHI
34,3402,LOHARDAGA
34,3403,GUMLA
34,3404,SIMDEGA
34,3405,PALAMU
34,3406,LATEHAR
34,3407,GARHWA
34,3408,WEST SINGHBHUM
34,3409,SARAIKELA KHARSAWAN
34,3410,EAST SINGHBUM
34,3411,DUMKA
34,3412,JAMTARA
34,3413,SAHEBGANJ
34,3414,PAKUR
34,3415,GODDA
34,3416,HAZARIBAGH
34,3417,CHATRA
34,3418,KODERMA
34,3419,GIRIDIH
34,3420,BOKARO
34,3421,DHANBAD
34,3422,DEOGHAR
34,3423,RAMGARH
34,3424,KHUNTI
35,3501,UTTAR KASHI
35,3502,DEHRADUN
35,3503,HARIDWAR
35,3504,CHAMOLI
35,3505,PAURI GARHWAL
35,3506,RUDRA PRAYAG
35,3507,ALMORA
35,3508,NAINITAL
35,3509,UDAM SINGH NAGAR
35,3510,CHAMPAWAT
35,3511,PITHORAGARH
35,3512,BAGESHWAR
35,3513,TEHRI GARHWAL
36,3614,MAHBUBNAGAR
36,3615,RANGAREDDI
36,3617,MEDAK
36,3618,NIZAMABAD
36,3619,ADILABAD
36,3620,KARIMNAGAR
36,3621,WARANGAL
36,3622,KHAMMAM
36,3623,NALGONDA
